P10_001N,P10_002N,P10_003N,P10_004N,P10_005N,P10_006N,P10_007N,P10_008N,P10_009N,state,county,tract,block
134,122,109,0,0,5,0,8,12,42,101,013402,3004
44,40,29,7,0,2,0,2,4,42,101,013402,3005
56,47,40,6,0,0,0,1,9,42,101,013402,3006
52,49,35,9,0,5,0,0,3,42,101,013402,3007
102,101,79,14,0,2,0,6,1,42,101,013402,3008
170,155,145,1,0,6,0,3,15,42,101,013402,3009
191,185,168,7,0,9,0,1,6,42,101,013402,3010
45,40,38,0,0,2,0,0,5,42,101,013402,3011
76,69,39,23,0,1,0,6,7,42,101,013500,1000
87,83,61,18,0,4,0,0,4,42,101,013500,1001
79,74,47,23,0,4,0,0,5,42,101,013500,1002
85,76,45,22,4,0,0,5,9,42,101,013500,1003
126,124,66,39,0,4,0,15,2,42,101,013500,1004
135,134,93,33,0,2,0,6,1,42,101,013500,1005
0,0,0,0,0,0,0,0,0,42,101,013500,2000
152,145,23,112,0,8,0,2,7,42,101,013500,2001
81,81,52,24,0,5,0,0,0,42,101,013500,2002
128,120,78,31,0,5,0,6,8,42,101,013500,2003
82,65,48,12,0,0,0,5,17,42,101,013500,2004
52,48,18,26,0,4,0,0,4,42,101,013500,2005
162,155,0,148,0,5,0,2,7,42,101,015200,3013
54,52,0,52,0,0,0,0,2,42,101,015200,3010
43,42,0,42,0,0,0,0,1,42,101,015200,3011
132,128,0,127,0,0,0,1,4,42,101,015200,3012
14,13,0,13,0,0,0,0,1,42,101,015200,3014
31,31,3,28,0,0,0,0,0,42,101,015200,3015
37,30,0,26,0,0,0,4,7,42,101,015200,3016
3,3,3,0,0,0,0,0,0,42,101,015200,3017
30,27,9,9,0,9,0,0,3,42,101,015300,1000
175,164,103,46,0,8,0,7,11,42,101,015300,1001
576,571,311,135,2,78,6,39,5,42,101,015300,1002
101,100,68,19,2,10,0,1,1,42,101,015300,1003
0,0,0,0,0,0,0,0,0,42,101,015300,1004
1535,1517,825,365,1,204,34,88,18,42,101,015300,1005
189,184,97,65,1,19,0,2,5,42,101,015300,1006
123,114,45,63,0,4,0,2,9,42,101,015300,2000
84,83,32,41,0,7,0,3,1,42,101,015300,2001
79,75,22,15,3,16,0,19,4,42,101,019200,4004
77,65,12,17,0,2,0,34,12,42,101,019200,4005
68,55,8,19,2,0,0,26,13,42,101,019200,4006
0,0,0,0,0,0,0,0,0,42,101,019200,4007
124,108,13,35,1,3,0,56,16,42,101,019200,4008
84,80,18,21,7,0,0,34,4,42,101,019200,4009
118,112,31,47,0,7,0,27,6,42,101,019200,4010
40,35,3,16,0,1,0,15,5,42,101,019200,4011
104,89,22,37,5,0,0,25,15,42,101,019200,4012
80,65,4,21,0,0,0,40,15,42,101,019200,4013
85,71,18,22,0,0,0,31,14,42,101,019200,4014
109,100,25,29,0,0,0,46,9,42,101,019200,4015
89,82,24,5,4,0,0,49,7,42,101,019200,5000
122,111,16,33,0,1,0,61,11,42,101,019200,5001
118,95,12,20,0,1,0,62,23,42,101,019200,5002
133,113,38,16,0,6,0,53,20,42,101,019200,5003
128,109,23,40,11,0,0,35,19,42,101,019200,5004
87,72,14,13,0,0,0,45,15,42,101,019200,5005
13,9,1,5,0,0,0,3,4,42,101,019200,5006
38,33,15,15,0,0,0,3,5,42,101,024000,1001
0,0,0,0,0,0,0,0,0,42,101,023900,2004
819,777,370,210,1,158,0,38,42,42,101,023900,2005
75,75,43,27,0,0,0,5,0,42,101,024000,1000
77,76,3,66,0,2,0,5,1,42,101,024000,1002
26,24,8,16,0,0,0,0,2,42,101,024000,1003
39,28,3,24,0,0,0,1,11,42,101,024000,1004
103,99,15,74,0,8,0,2,4,42,101,007300,1005
70,62,4,58,0,0,0,0,8,42,101,007300,2000
79,74,2,72,0,0,0,0,5,42,101,007300,2001
135,133,17,111,0,0,0,5,2,42,101,007300,2002
110,110,17,89,0,0,0,4,0,42,101,007300,2003
87,82,7,75,0,0,0,0,5,42,101,007300,2004
116,112,26,82,0,3,0,1,4,42,101,007300,2005
110,101,35,63,1,2,0,0,9,42,101,007300,3000
54,48,16,27,0,3,0,2,6,42,101,007300,3001
76,66,40,23,3,0,0,0,10,42,101,007300,3002
69,63,20,41,0,2,0,0,6,42,101,007300,3003
144,141,10,122,0,5,0,4,3,42,101,007300,3004
77,73,3,62,2,0,0,6,4,42,101,007300,3005
67,66,25,36,0,0,0,5,1,42,101,007300,4000
36,33,15,15,0,0,0,3,3,42,101,007300,4001
25,22,8,13,0,1,0,0,3,42,101,007300,4002
0,0,0,0,0,0,0,0,0,42,101,007300,4003
3,3,3,0,0,0,0,0,0,42,101,007300,4004
133,118,96,14,0,8,0,0,15,42,101,007800,4005
83,79,47,17,0,11,0,4,4,42,101,007800,4002
106,104,86,9,0,8,1,0,2,42,101,007800,4003
133,123,90,22,0,3,0,8,10,42,101,007800,4004
100,93,69,17,0,2,0,5,7,42,101,007800,4006
106,100,80,15,0,4,0,1,6,42,101,007800,4007
54,51,40,8,0,1,0,2,3,42,101,007800,5000
134,125,92,14,0,17,0,2,9,42,101,007800,5001
143,126,99,17,0,9,0,1,17,42,101,007800,5002
213,197,118,57,0,17,0,5,16,42,101,007800,5003
223,202,135,21,0,46,0,0,21,42,101,007800,5004
207,194,145,33,0,6,0,10,13,42,101,007800,5005
41,31,23,0,0,8,0,0,10,42,101,007800,5006
53,39,29,3,0,3,0,4,14,42,101,007900,1000
184,172,117,25,0,29,0,1,12,42,101,007900,1001
53,48,32,13,0,3,0,0,5,42,101,007900,1002
270,260,139,69,0,40,0,12,10,42,101,007900,1003
107,99,49,32,0,18,0,0,8,42,101,007900,1004
71,64,61,0,0,3,0,0,7,42,101,007900,1005
122,118,85,13,0,15,0,5,4,42,101,007900,1006
61,59,39,8,0,6,0,6,2,42,101,007900,1007
71,67,43,6,0,15,0,3,4,42,101,007900,2000
86,72,38,9,0,19,0,6,14,42,101,007900,2001
124,114,75,23,0,16,0,0,10,42,101,007900,2002
146,138,94,13,0,26,0,5,8,42,101,007900,2003
154,153,100,27,2,22,0,2,1,42,101,007900,2004
194,180,138,35,0,7,0,0,14,42,101,007900,2005
174,159,107,39,0,12,0,1,15,42,101,007900,2006
75,62,40,14,0,5,0,3,13,42,101,007900,2007
185,164,120,29,0,13,0,2,21,42,101,007900,2008
116,109,39,57,1,3,0,9,7,42,101,015300,2002
108,99,65,31,0,0,0,3,9,42,101,015300,2003
133,127,52,63,1,6,0,5,6,42,101,015300,2004
96,93,49,38,1,0,0,5,3,42,101,015300,2005
104,103,35,67,0,0,0,1,1,42,101,015300,2006
48,38,4,26,1,7,0,0,10,42,101,015300,2007
73,69,14,46,0,0,0,9,4,42,101,015300,2008
0,0,0,0,0,0,0,0,0,42,101,015300,3000
95,94,38,38,0,13,0,5,1,42,101,015300,3001
98,94,33,58,0,2,0,1,4,42,101,015300,3002
91,86,15,69,0,1,0,1,5,42,101,015300,3003
96,94,20,69,1,0,0,4,2,42,101,015300,3004
113,112,47,46,0,18,0,1,1,42,101,015300,3005
77,74,20,40,0,5,0,9,3,42,101,015300,3006
40,40,17,23,0,0,0,0,0,42,101,015300,3007
60,58,31,23,0,3,0,1,2,42,101,015300,3008
104,100,46,33,0,10,0,11,4,42,101,015300,3009
111,97,66,28,0,1,0,2,14,42,101,015300,3010
0,0,0,0,0,0,0,0,0,42,101,015700,1008
38,35,15,8,0,0,0,12,3,42,101,015700,1005
22,18,6,5,0,7,0,0,4,42,101,015700,1006
16,15,3,0,0,0,0,12,1,42,101,015700,1007
39,33,14,2,2,2,0,13,6,42,101,015700,1009
33,28,23,1,0,0,0,4,5,42,101,015700,1010
62,54,35,8,0,0,0,11,8,42,101,015700,1011
73,58,33,1,0,3,0,21,15,42,101,015700,1012
80,63,31,3,0,2,0,27,17,42,101,015700,2000
125,103,28,17,0,1,0,57,22,42,101,015700,2001
77,64,39,4,0,1,0,20,13,42,101,015700,2002
90,73,36,7,0,0,0,30,17,42,101,015700,2003
22,19,12,1,0,2,0,4,3,42,101,015700,2004
28,24,8,11,0,0,0,5,4,42,101,015700,2005
83,76,54,2,1,4,0,15,7,42,101,015700,2006
60,48,30,5,0,2,0,11,12,42,101,015700,2007
72,66,49,0,0,1,0,16,6,42,101,015700,2008
37,30,16,3,3,0,0,8,7,42,101,015700,2009
30,24,15,3,0,6,0,0,6,42,101,015700,2010
46,45,39,5,0,0,0,1,1,42,101,015700,2011
14,6,2,0,2,0,0,2,8,42,101,015700,3000
25,22,14,8,0,0,0,0,3,42,101,015700,3001
85,77,56,9,0,4,0,8,8,42,101,015700,3002
0,0,0,0,0,0,0,0,0,42,101,015700,3003
44,34,29,0,0,4,0,1,10,42,101,015700,3004
32,32,25,0,0,2,0,5,0,42,101,015700,3005
101,93,55,12,0,2,0,24,8,42,101,015700,3006
65,56,12,7,0,8,0,29,9,42,101,015700,3007
36,35,28,7,0,0,0,0,1,42,101,015700,3008
34,31,14,17,0,0,0,0,3,42,101,024000,1005
94,93,36,37,0,16,0,4,1,42,101,024000,1006
19,17,9,8,0,0,0,0,2,42,101,024000,1007
99,99,25,71,0,3,0,0,0,42,101,024000,1008
43,28,3,23,0,0,2,0,15,42,101,024000,1009
66,64,10,54,0,0,0,0,2,42,101,024000,1010
210,197,48,147,0,0,0,2,13,42,101,024000,1011
18,15,3,12,0,0,0,0,3,42,101,024000,1012
36,34,0,34,0,0,0,0,2,42,101,024000,1013
43,42,0,39,1,0,0,2,1,42,101,024000,1014
13,12,4,5,0,0,0,3,1,42,101,024000,1015
98,96,0,95,0,1,0,0,2,42,101,024000,1016
113,110,10,88,2,0,0,10,3,42,101,024000,1017
49,45,4,37,0,0,0,4,4,42,101,024000,1018
70,68,14,46,2,3,1,2,2,42,101,024000,1019
109,105,49,56,0,0,0,0,4,42,101,024000,1020
54,48,19,27,0,0,0,2,6,42,101,024000,1021
18,9,8,0,1,0,0,0,9,42,101,024000,2000
0,0,0,0,0,0,0,0,0,42,101,024000,2001
157,157,46,108,0,3,0,0,0,42,101,024000,2002
84,83,50,28,2,2,1,0,1,42,101,024000,2003
110,98,23,73,0,2,0,0,12,42,101,024000,2004
132,126,77,43,1,5,0,0,6,42,101,007400,2000
69,64,7,56,0,1,0,0,5,42,101,007400,2001
20,20,7,11,0,2,0,0,0,42,101,007400,2002
42,39,4,34,0,1,0,0,3,42,101,007400,2003
22,17,1,15,0,0,0,1,5,42,101,007400,2004
85,80,5,58,0,9,0,8,5,42,101,007400,2005
108,107,26,77,0,4,0,0,1,42,101,007300,4008
0,0,0,0,0,0,0,0,0,42,101,007300,4005
91,83,26,51,0,4,0,2,8,42,101,007300,4006
19,19,3,16,0,0,0,0,0,42,101,007300,4007
135,131,49,64,0,16,0,2,4,42,101,007300,4009
75,71,12,54,0,4,0,1,4,42,101,007300,4010
75,70,4,63,0,1,2,0,5,42,101,007300,4011
93,93,1,92,0,0,0,0,0,42,101,007300,4012
186,184,78,62,0,43,0,1,2,42,101,007400,1000
93,87,30,53,0,4,0,0,6,42,101,007400,1001
61,55,9,34,0,7,0,5,6,42,101,007400,1002
71,67,26,31,0,7,0,3,4,42,101,007400,1003
89,87,22,55,0,7,1,2,2,42,101,007400,1004
31,29,10,15,0,4,0,0,2,42,101,007400,1005
58,51,3,47,0,0,1,0,7,42,101,007400,1006
0,0,0,0,0,0,0,0,0,42,101,016901,2015
56,56,0,55,0,0,0,1,0,42,101,016901,3000
17,16,1,15,0,0,0,0,1,42,101,016901,3001
44,44,1,43,0,0,0,0,0,42,101,016901,3002
55,53,2,51,0,0,0,0,2,42,101,016901,3003
55,55,0,54,0,0,1,0,0,42,101,016901,3004
34,34,0,31,0,0,0,3,0,42,101,016901,3005
47,45,4,41,0,0,0,0,2,42,101,016901,3006
66,66,1,65,0,0,0,0,0,42,101,016901,3007
58,57,2,55,0,0,0,0,1,42,101,016901,3008
65,64,2,62,0,0,0,0,1,42,101,016901,3009
60,60,0,60,0,0,0,0,0,42,101,016901,3010
110,105,22,16,0,4,0,63,5,42,101,019100,5004
151,141,24,35,1,0,0,81,10,42,101,019100,5001
140,126,16,25,4,16,0,65,14,42,101,019100,5002
111,98,36,12,0,14,0,36,13,42,101,019100,5003
118,104,22,14,0,8,0,60,14,42,101,019100,5005
104,91,10,14,2,9,0,56,13,42,101,019100,5006
92,86,19,8,0,21,0,38,6,42,101,019100,5007
44,42,9,6,0,20,0,7,2,42,101,019100,5008
55,48,13,31,2,1,0,1,7,42,101,024000,2005
90,84,26,51,0,2,0,5,6,42,101,024000,2006
93,87,19,61,1,5,1,0,6,42,101,024000,2007
338,317,104,184,0,27,0,2,21,42,101,024000,2008
69,65,51,10,2,2,0,0,4,42,101,024000,2009
24,17,17,0,0,0,0,0,7,42,101,024000,2010
217,215,13,201,0,0,0,1,2,42,101,024700,2018
0,0,0,0,0,0,0,0,0,42,101,024700,2015
20,12,1,2,0,2,0,7,8,42,101,024700,2016
19,13,1,12,0,0,0,0,6,42,101,024700,2017
64,64,4,60,0,0,0,0,0,42,101,024700,3000
45,40,2,30,1,0,0,7,5,42,101,024700,3001
60,60,0,52,1,2,0,5,0,42,101,024700,3002
67,65,0,63,0,0,0,2,2,42,101,024700,3003
63,61,0,60,0,0,0,1,2,42,101,024700,3004
124,119,0,113,0,0,0,6,5,42,101,024700,3005
41,39,3,36,0,0,0,0,2,42,101,024700,3006
0,0,0,0,0,0,0,0,0,42,101,024700,3007
99,99,2,95,0,0,0,2,0,42,101,024700,3008
92,90,8,82,0,0,0,0,2,42,101,024700,3009
95,93,2,89,0,1,0,1,2,42,101,024700,3010
47,43,0,42,0,1,0,0,4,42,101,024700,3011
124,120,2,111,0,1,0,6,4,42,101,024700,3012
0,0,0,0,0,0,0,0,0,42,101,024700,3013
82,78,0,78,0,0,0,0,4,42,101,024800,1000
117,110,1,106,2,0,0,1,7,42,101,024800,1001
131,125,0,125,0,0,0,0,6,42,101,024800,1002
83,81,9,70,0,1,0,1,2,42,101,024800,1003
69,64,1,63,0,0,0,0,5,42,101,024800,1004
95,91,0,91,0,0,0,0,4,42,101,024800,1005
140,132,3,128,1,0,0,0,8,42,101,024800,2000
108,106,1,105,0,0,0,0,2,42,101,024800,2001
27,25,0,23,0,0,0,2,2,42,101,024800,2002
34,31,6,24,0,1,0,0,3,42,101,024800,2003
33,33,0,29,0,0,0,4,0,42,101,024800,2004
37,35,0,33,0,0,0,2,2,42,101,024800,2005
7,6,5,1,0,0,0,0,1,42,101,024800,2006
28,26,0,26,0,0,0,0,2,42,101,024800,2007
56,55,0,55,0,0,0,0,1,42,101,024800,2008
84,74,0,74,0,0,0,0,10,42,101,024800,2009
60,57,0,57,0,0,0,0,3,42,101,024800,2010
79,74,2,71,1,0,0,0,5,42,101,026100,3009
218,216,2,212,0,0,0,2,2,42,101,026100,3006
135,134,0,134,0,0,0,0,1,42,101,026100,3007
36,34,1,31,0,1,0,1,2,42,101,026100,3008
52,48,3,44,1,0,0,0,4,42,101,026100,3010
27,24,3,21,0,0,0,0,3,42,101,026100,3011
166,150,106,30,2,10,0,2,16,42,101,007900,3000
141,130,81,43,0,5,0,1,11,42,101,007900,3001
166,153,87,50,0,7,0,9,13,42,101,007900,3002
145,134,110,22,0,1,0,1,11,42,101,007900,3003
157,137,88,23,0,16,0,10,20,42,101,007900,3004
73,73,0,69,0,0,0,4,0,42,101,016901,1015
33,33,1,32,0,0,0,0,0,42,101,016901,1012
39,39,0,38,0,1,0,0,0,42,101,016901,1013
51,51,2,48,0,1,0,0,0,42,101,016901,1014
0,0,0,0,0,0,0,0,0,42,101,016901,1016
80,75,0,70,0,1,0,4,5,42,101,016901,1017
71,71,1,70,0,0,0,0,0,42,101,016901,1018
83,82,0,81,0,0,0,1,1,42,101,016901,2000
94,93,0,89,4,0,0,0,1,42,101,016901,2001
63,63,1,60,0,0,2,0,0,42,101,016901,2002
28,26,0,23,0,0,0,3,2,42,101,016901,2003
31,31,1,27,2,1,0,0,0,42,101,016901,2004
36,36,1,35,0,0,0,0,0,42,101,016901,2005
22,22,0,22,0,0,0,0,0,42,101,016901,2006
45,45,1,44,0,0,0,0,0,42,101,016901,2007
47,47,5,42,0,0,0,0,0,42,101,016901,2008
75,73,0,70,3,0,0,0,2,42,101,016901,2009
53,53,0,52,0,0,0,1,0,42,101,016901,2010
32,32,0,31,0,0,0,1,0,42,101,016901,2011
22,22,0,22,0,0,0,0,0,42,101,016901,2012
13,13,0,12,0,0,0,1,0,42,101,016901,2013
0,0,0,0,0,0,0,0,0,42,101,016901,2014
52,52,38,5,0,9,0,0,0,42,101,015700,3009
30,25,15,0,0,0,0,10,5,42,101,015700,3010
15,15,6,0,0,0,0,9,0,42,101,015700,3011
9,8,2,5,0,1,0,0,1,42,101,015700,3012
32,29,16,0,1,0,0,12,3,42,101,015700,3013
107,96,75,8,0,8,0,5,11,42,101,015700,3014
88,76,7,30,2,0,0,37,12,42,101,019800,1008
113,102,18,52,0,0,0,32,11,42,101,019800,1005
107,91,10,52,0,1,0,28,16,42,101,019800,1006
116,102,0,39,3,0,0,60,14,42,101,019800,1007
110,97,8,54,0,1,0,34,13,42,101,019800,1009
94,79,7,53,0,3,0,16,15,42,101,019800,1010
19,17,0,17,0,0,0,0,2,42,101,019800,1011
0,0,0,0,0,0,0,0,0,42,101,019800,1012
78,71,9,17,0,0,0,45,7,42,101,019800,1013
102,98,11,54,0,5,0,28,4,42,101,019800,1014
108,98,1,32,0,0,0,65,10,42,101,019800,1015
83,66,7,6,0,11,1,41,17,42,101,019800,2000
139,119,12,33,1,0,0,73,20,42,101,019800,2001
138,112,19,32,0,5,0,56,26,42,101,019800,2002
124,114,9,59,0,3,0,43,10,42,101,019800,2003
147,128,8,72,2,0,0,46,19,42,101,019800,2004
126,105,8,15,1,31,0,50,21,42,101,019800,2005
121,118,10,38,0,0,0,70,3,42,101,019800,3000
117,98,10,18,0,0,0,70,19,42,101,019800,3001
125,110,6,45,0,0,0,59,15,42,101,019800,3002
118,108,4,69,0,0,0,35,10,42,101,019800,3003
106,103,2,47,0,13,0,41,3,42,101,019800,3004
108,98,4,40,0,0,0,54,10,42,101,019800,3005
154,125,23,35,2,1,0,64,29,42,101,019800,4000
84,79,10,22,0,0,0,47,5,42,101,019800,4001
79,66,15,14,0,4,0,33,13,42,101,019800,4002
122,111,8,12,0,31,0,60,11,42,101,019800,4003
97,92,12,26,2,12,0,40,5,42,101,019800,4004
43,28,5,6,0,0,0,17,15,42,101,019800,4005
34,26,2,5,0,0,0,19,8,42,101,019800,4006
66,57,4,5,2,2,0,44,9,42,101,019800,4007
77,71,4,8,4,2,0,53,6,42,101,019800,4008
0,0,0,0,0,0,0,0,0,42,101,019800,4009
62,49,10,3,0,6,0,30,13,42,101,019800,4010
74,71,25,15,0,2,1,28,3,42,101,019800,5000
0,0,0,0,0,0,0,0,0,42,101,029100,3000
144,141,13,35,7,44,0,42,3,42,101,029100,2008
0,0,0,0,0,0,0,0,0,42,101,029100,2009
0,0,0,0,0,0,0,0,0,42,101,029100,2010
115,104,14,15,0,63,0,12,11,42,101,029100,3001
60,58,2,28,0,6,0,22,2,42,101,029100,3002
95,88,7,19,0,48,0,14,7,42,101,029100,3003
140,117,41,21,1,15,0,39,23,42,101,019100,5012
103,98,31,21,0,3,0,43,5,42,101,019100,5013
126,101,26,12,0,4,0,59,25,42,101,019100,5014
175,156,55,30,1,2,0,68,19,42,101,019200,1000
59,56,7,21,1,1,0,26,3,42,101,019200,1001
37,34,7,3,2,1,0,21,3,42,101,019200,1002
53,40,8,18,0,0,0,14,13,42,101,019200,1003
131,123,29,32,0,11,0,51,8,42,101,019200,1004
141,131,18,21,0,21,0,71,10,42,101,019200,1005
42,36,6,14,0,0,0,16,6,42,101,019200,1006
84,73,16,2,0,35,0,20,11,42,101,019200,1007
154,148,37,25,0,4,0,82,6,42,101,019200,1008
75,74,17,4,0,4,0,49,1,42,101,019200,1009
69,61,6,13,0,10,0,32,8,42,101,019200,1010
138,102,25,26,2,0,0,49,36,42,101,019200,2000
131,121,39,34,0,9,0,39,10,42,101,019200,2001
73,59,20,10,0,1,0,28,14,42,101,019200,2002
105,98,25,28,1,5,0,39,7,42,101,019200,2003
93,80,20,27,0,0,0,33,13,42,101,019200,2004
189,170,36,53,5,4,0,72,19,42,101,019200,2005
159,136,33,39,0,1,0,63,23,42,101,019200,2006
13,7,0,5,0,2,0,0,6,42,101,019200,2007
87,82,10,33,0,0,0,39,5,42,101,019200,3000
124,115,22,20,2,0,0,71,9,42,101,019200,3001
146,125,7,35,0,2,0,81,21,42,101,019700,2005
119,108,12,51,0,1,0,44,11,42,101,019700,2002
140,111,12,37,7,4,1,50,29,42,101,019700,2003
138,117,12,23,2,0,1,79,21,42,101,019700,2004
109,93,12,28,2,9,0,42,16,42,101,019700,3000
132,103,4,40,1,2,0,56,29,42,101,019700,3001
136,125,8,66,3,3,0,45,11,42,101,019700,3002
107,95,11,28,0,2,0,54,12,42,101,019700,3003
68,61,8,28,0,0,0,25,7,42,101,019700,3004
78,71,11,5,0,0,0,55,7,42,101,019700,3005
126,116,23,36,0,0,0,57,10,42,101,019700,4000
13,8,1,6,0,1,0,0,5,42,101,007400,2006
14,12,6,5,0,1,0,0,2,42,101,007400,2007
19,16,3,9,0,4,0,0,3,42,101,007400,2008
5,5,1,3,0,1,0,0,0,42,101,007400,2009
7,6,0,6,0,0,0,0,1,42,101,007400,2010
45,43,15,27,0,1,0,0,2,42,101,007400,2011
1,1,0,0,0,0,0,1,0,42,101,007400,2012
0,0,0,0,0,0,0,0,0,42,101,007400,2013
66,66,11,53,1,0,0,1,0,42,101,007400,2014
21,17,1,12,0,1,3,0,4,42,101,007400,2015
17,17,0,15,0,0,0,2,0,42,101,007400,2016
13,7,2,4,0,1,0,0,6,42,101,007400,2017
112,109,22,84,0,3,0,0,3,42,101,007400,3000
85,81,4,77,0,0,0,0,4,42,101,007400,3001
71,66,20,36,0,10,0,0,5,42,101,009200,2002
11,11,4,5,0,2,0,0,0,42,101,009200,1011
136,130,26,92,0,9,0,3,6,42,101,009200,2000
129,119,39,66,0,10,0,4,10,42,101,009200,2001
42,39,9,21,0,9,0,0,3,42,101,009200,2003
139,136,31,78,2,19,0,6,3,42,101,009200,2004
88,75,30,33,0,5,0,7,13,42,101,009200,2005
167,159,79,33,0,41,0,6,8,42,101,009200,2006
169,160,65,46,0,46,0,3,9,42,101,009200,2007
127,119,33,36,0,42,0,8,8,42,101,009200,2008
209,201,80,50,0,65,0,6,8,42,101,009200,2009
137,131,50,44,1,33,0,3,6,42,101,009200,2010
43,40,21,15,0,4,0,0,3,42,101,009200,2011
117,111,44,33,0,29,0,5,6,42,101,009200,2012
34,31,15,11,0,5,0,0,3,42,101,009200,2013
45,41,18,21,0,2,0,0,4,42,101,009200,2014
49,42,19,18,0,3,0,2,7,42,101,009200,2015
87,84,15,57,0,12,0,0,3,42,101,009200,2016
70,67,8,46,0,10,0,3,3,42,101,009200,2017
92,89,25,50,0,10,1,3,3,42,101,009200,2018
132,131,10,119,0,2,0,0,1,42,101,009300,1000
56,50,0,44,0,3,0,3,6,42,101,009300,1001
44,44,0,44,0,0,0,0,0,42,101,009300,1002
92,91,7,84,0,0,0,0,1,42,101,009300,1003
96,93,6,73,0,4,0,10,3,42,101,009300,1004
33,27,3,23,0,0,0,1,6,42,101,009300,1005
18,17,1,15,0,1,0,0,1,42,101,009300,1006
109,103,14,83,0,2,0,4,6,42,101,009300,2000
144,137,6,130,0,0,0,1,7,42,101,009300,2001
83,68,2,63,0,2,0,1,15,42,101,009300,2002
76,71,2,67,0,0,0,2,5,42,101,009300,2003
130,127,3,123,0,0,0,1,3,42,101,009300,2004
122,122,0,111,0,4,0,7,0,42,101,009300,2005
37,32,8,22,2,0,0,0,5,42,101,009300,3000
8,2,0,2,0,0,0,0,6,42,101,019100,5009
116,108,13,20,0,11,0,64,8,42,101,019100,5010
116,105,41,10,0,0,4,50,11,42,101,019100,5011
84,81,4,73,0,0,0,4,3,42,101,026200,1000
64,63,0,62,0,0,0,1,1,42,101,026200,1001
113,110,0,108,0,0,0,2,3,42,101,026200,1002
112,109,0,109,0,0,0,0,3,42,101,026200,1003
121,119,3,110,0,0,0,6,2,42,101,026200,1004
54,49,0,44,3,1,0,1,5,42,101,026200,1005
153,148,0,148,0,0,0,0,5,42,101,026200,2000
152,152,3,141,2,6,0,0,0,42,101,026200,2001
164,158,1,155,0,0,0,2,6,42,101,026200,2002
81,79,0,79,0,0,0,0,2,42,101,026200,2003
93,84,0,82,2,0,0,0,9,42,101,026200,2004
91,89,5,84,0,0,0,0,2,42,101,026200,2005
154,150,7,143,0,0,0,0,4,42,101,026200,3000
132,132,0,131,0,0,0,1,0,42,101,026200,3001
162,159,6,153,0,0,0,0,3,42,101,026200,3002
86,85,0,85,0,0,0,0,1,42,101,026200,3003
122,122,1,121,0,0,0,0,0,42,101,026200,3004
121,118,0,118,0,0,0,0,3,42,101,026200,3005
185,181,2,170,0,0,0,9,4,42,101,026200,3006
57,54,0,54,0,0,0,0,3,42,101,026200,4000
116,112,0,111,0,1,0,0,4,42,101,026200,4001
124,120,2,113,0,0,0,5,4,42,101,026200,4002
76,76,5,69,0,0,0,2,0,42,101,026200,4003
38,37,0,36,0,1,0,0,1,42,101,026200,4004
35,33,4,29,0,0,0,0,2,42,101,026200,4005
73,71,0,70,0,0,0,1,2,42,101,026200,4006
0,0,0,0,0,0,0,0,0,42,101,026200,4007
38,38,0,37,0,0,0,1,0,42,101,026200,4008
30,30,0,30,0,0,0,0,0,42,101,026200,4009
46,39,19,13,0,0,0,7,7,42,101,029900,3001
82,75,48,10,0,5,0,12,7,42,101,029900,2012
34,25,7,9,0,2,0,7,9,42,101,029900,2013
83,77,2,48,0,4,0,23,6,42,101,029900,3000
48,44,13,16,0,0,0,15,4,42,101,029900,3002
110,101,26,47,2,1,2,23,9,42,101,029900,3003
62,54,16,26,5,0,0,7,8,42,101,029900,3004
81,74,17,17,2,4,0,34,7,42,101,029900,3005
64,49,27,9,0,0,0,13,15,42,101,029900,3006
68,63,24,20,0,0,0,19,5,42,101,029900,3007
40,33,5,16,0,0,0,12,7,42,101,029900,4000
75,57,25,15,1,0,0,16,18,42,101,029900,4001
69,63,32,14,0,0,0,17,6,42,101,029900,4002
32,29,1,20,0,0,0,8,3,42,101,029900,4003
53,50,11,32,0,0,0,7,3,42,101,029900,4004
72,61,9,38,0,0,0,14,11,42,101,029900,4005
85,77,22,35,0,3,0,17,8,42,101,029900,4006
70,68,12,39,0,3,0,14,2,42,101,029900,4007
69,65,15,28,1,0,0,21,4,42,101,029900,4008
111,101,17,24,0,3,0,57,10,42,101,019700,4001
152,131,22,46,3,3,0,57,21,42,101,019700,4002
136,121,18,53,0,0,0,50,15,42,101,019700,4003
142,118,14,28,2,0,0,74,24,42,101,019700,4004
83,61,11,21,0,0,0,29,22,42,101,019700,4005
112,98,4,42,0,0,0,52,14,42,101,019700,5000
105,94,2,58,0,6,0,28,11,42,101,019700,5001
94,84,7,26,0,1,0,50,10,42,101,019700,5002
65,49,1,23,3,0,0,22,16,42,101,019700,5003
97,70,1,29,0,0,0,40,27,42,101,019700,5004
0,0,0,0,0,0,0,0,0,42,101,029200,1013
129,107,5,70,0,6,0,26,22,42,101,028600,2009
83,72,5,38,0,1,1,27,11,42,101,028600,2006
32,22,0,15,0,0,0,7,10,42,101,028600,2007
50,44,1,31,0,0,0,12,6,42,101,028600,2008
78,75,12,43,0,3,0,17,3,42,101,028600,2010
38,34,4,19,0,3,0,8,4,42,101,028600,2011
97,85,9,48,0,12,0,16,12,42,101,028600,3000
84,80,8,30,0,7,0,35,4,42,101,028600,3001
112,91,2,41,0,4,1,43,21,42,101,028600,3002
